work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,170000.0,USD,170000.0,US,0,US,M
2023,SE,FT,Data Scientist,135000.0,USD,135000.0,US,0,US,M
2023,SE,FT,Data Scientist,195000.0,USD,195000.0,US,0,US,M
2023,SE,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,M
2023,SE,FT,Data Scientist,297300.0,USD,297300.0,US,100,US,M
2023,SE,FT,Data Scientist,198200.0,USD,198200.0,US,100,US,M
2023,SE,FT,Data Scientist,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2023,SE,FT,Data Scientist,317070.0,USD,317070.0,US,0,US,M
2023,SE,FT,Data Scientist,170730.0,USD,170730.0,US,0,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,207000.0,USD,207000.0,US,100,US,M
2022,SE,FT,Data Scientist,153000.0,USD,153000.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,MI,FT,Data Scientist,83000.0,GBP,102200.0,GB,100,GB,M
2022,EN,FT,Data Scientist,1800000.0,INR,22892.0,IN,50,IN,M
2022,SE,FT,Data Scientist,180000.0,USD,180000.0,US,100,US,L
2022,SE,FT,Data Scientist,165000.0,USD,165000.0,US,100,US,L
2022,SE,FT,Data Scientist,179400.0,USD,179400.0,US,0,US,M
2022,SE,FT,Data Scientist,154000.0,USD,154000.0,US,0,US,M
2022,EN,FT,Data Scientist,93000.0,USD,93000.0,US,0,US,M
2022,EN,FT,Data Scientist,73000.0,USD,73000.0,US,0,US,M
2022,SE,FT,Data Scientist,136994.0,USD,136994.0,US,100,US,M
2022,SE,FT,Data Scientist,101570.0,USD,101570.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,172000.0,USD,172000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,MI,FT,Data Scientist,70000.0,EUR,73546.0,NL,50,NL,L
2022,EN,FT,Data Scientist,50000.0,USD,50000.0,US,50,DE,M
2022,SE,FT,Data Scientist,151800.0,USD,151800.0,US,0,US,M
2022,SE,FT,Data Scientist,130240.0,USD,130240.0,US,0,US,M
2022,SE,FT,Data Scientist,179400.0,USD,179400.0,US,100,US,M
2022,SE,FT,Data Scientist,154000.0,USD,154000.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,0,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,0,US,M
2022,EN,FT,Data Scientist,30000.0,EUR,31520.0,ES,50,ES,M
2022,SE,FT,Data Scientist,204100.0,USD,204100.0,US,0,US,M
2022,SE,FT,Data Scientist,136100.0,USD,136100.0,US,0,US,M
2022,MI,FT,Data Scientist,96000.0,GBP,118208.0,GB,0,GB,M
2022,MI,FT,Data Scientist,90000.0,GBP,110820.0,GB,0,GB,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,191475.0,USD,191475.0,US,100,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2022,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2022,SE,FT,Data Scientist,130000.0,USD,130000.0,US,100,US,M
2022,SE,FT,Data Scientist,175000.0,USD,175000.0,US,0,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,0,US,M
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,L
2022,SE,FT,Data Scientist,119300.0,USD,119300.0,US,0,US,L
2022,MI,FT,Data Scientist,225000.0,USD,225000.0,US,0,US,M
2022,MI,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,M
2022,MI,FT,Data Scientist,52000.0,EUR,54634.0,NL,100,NL,S
2022,EN,FT,Data Scientist,82000.0,USD,82000.0,US,0,US,L
2022,EN,PT,Data Scientist,110000.0,USD,110000.0,DO,100,FR,M
2022,SE,FT,Data Scientist,203500.0,USD,203500.0,US,0,US,M
2022,SE,FT,Data Scientist,152000.0,USD,152000.0,US,0,US,M
2022,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2022,SE,FT,Data Scientist,120000.0,USD,120000.0,US,100,US,M
2022,MI,FT,Data Scientist,110000.0,EUR,115573.0,NL,0,NL,M
2022,MI,FT,Data Scientist,85000.0,EUR,89306.0,NL,0,NL,M
2022,SE,FT,Data Scientist,123400.0,USD,123400.0,US,0,US,M
2022,SE,FT,Data Scientist,88100.0,USD,88100.0,US,0,US,M
2022,SE,FT,Data Scientist,245000.0,USD,245000.0,US,0,US,M
2022,SE,FT,Data Scientist,205000.0,USD,205000.0,US,0,US,M
2022,EN,FT,Data Scientist,80000.0,EUR,84053.0,BE,100,BE,L
2022,SE,FT,Data Scientist,180000.0,USD,180000.0,US,100,US,L
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,L
2022,MI,FT,Data Scientist,4200000.0,INR,53416.0,IN,100,ID,L
2022,MI,FT,Data Scientist,107000.0,GBP,131752.0,GB,100,GB,M
2022,EN,FT,Data Scientist,49500.0,EUR,52008.0,BE,50,BE,S
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,L
2022,SE,FT,Data Scientist,100000.0,USD,100000.0,US,0,US,L
2022,MI,FT,Data Scientist,58000.0,EUR,60938.0,DE,100,DE,S
2022,MI,FT,Data Scientist,65000.0,GBP,80036.0,GB,50,GB,M
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,100,US,L
2022,SE,FT,Data Scientist,92000.0,USD,92000.0,US,100,US,L
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,0,US,L
2022,SE,FT,Data Scientist,119300.0,USD,119300.0,US,0,US,L
2022,MI,FT,Data Scientist,25000.0,USD,25000.0,TR,50,TR,M
2022,MI,FT,Data Scientist,153000.0,USD,153000.0,US,100,US,L
2022,SE,FT,Data Scientist,160000.0,USD,160000.0,US,100,US,L
2022,SE,FT,Data Scientist,92000.0,USD,92000.0,US,100,US,L
2022,SE,FT,Data Scientist,186000.0,USD,186000.0,US,0,US,M
2022,SE,FT,Data Scientist,148800.0,USD,148800.0,US,0,US,M
2020,EN,FT,Data Scientist,43200.0,EUR,49268.0,DE,0,DE,S
2022,SE,FT,Data Scientist,215300.0,USD,215300.0,US,100,US,L
2022,SE,FT,Data Scientist,158200.0,USD,158200.0,US,100,US,L
2022,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2022,SE,FT,Data Scientist,123000.0,USD,123000.0,US,100,US,M
2022,SE,FT,Data Scientist,215300.0,USD,215300.0,US,0,US,L
2022,SE,FT,Data Scientist,140400.0,USD,140400.0,US,0,US,L
2022,SE,FT,Data Scientist,260000.0,USD,260000.0,US,100,US,M
2022,SE,FT,Data Scientist,180000.0,USD,180000.0,US,100,US,M
2022,MI,FT,Data Scientist,55000.0,GBP,67723.0,GB,0,GB,M
2022,MI,FT,Data Scientist,35000.0,GBP,43096.0,GB,0,GB,M
2022,SE,FT,Data Scientist,180000.0,USD,180000.0,US,0,US,M
2022,SE,FT,Data Scientist,80000.0,USD,80000.0,US,0,US,M
2022,MI,FT,Data Scientist,50000.0,GBP,61566.0,GB,0,GB,M
2022,MI,FT,Data Scientist,30000.0,GBP,36940.0,GB,0,GB,M
2022,SE,FT,Data Scientist,165220.0,USD,165220.0,US,100,US,M
2022,SE,FT,Data Scientist,120160.0,USD,120160.0,US,100,US,M
2022,SE,FT,Data Scientist,180000.0,USD,180000.0,US,0,US,L
2022,SE,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,L
2022,MI,FT,Data Scientist,130000.0,USD,130000.0,US,0,US,M
2022,MI,FT,Data Scientist,90000.0,USD,90000.0,US,0,US,M
2022,SE,FT,Data Scientist,136620.0,USD,136620.0,US,100,US,M
2022,SE,FT,Data Scientist,99360.0,USD,99360.0,US,100,US,M
2022,SE,FT,Data Scientist,90000.0,GBP,110820.0,GB,0,GB,M
2022,SE,FT,Data Scientist,80000.0,GBP,98506.0,GB,0,GB,M
2022,SE,FT,Data Scientist,146000.0,USD,146000.0,US,100,US,M
2022,SE,FT,Data Scientist,123000.0,USD,123000.0,US,100,US,M
2022,SE,FT,Data Scientist,167000.0,USD,167000.0,US,100,US,M
2022,SE,FT,Data Scientist,123000.0,USD,123000.0,US,100,US,M
2022,SE,FT,Data Scientist,211500.0,USD,211500.0,US,100,US,M
2022,SE,FT,Data Scientist,138600.0,USD,138600.0,US,100,US,M
2022,SE,FT,Data Scientist,150000.0,USD,150000.0,US,0,US,M
2022,SE,FT,Data Scientist,95550.0,USD,95550.0,US,0,US,M
2022,SE,FT,Data Scientist,205300.0,USD,205300.0,US,0,US,L
2022,SE,FT,Data Scientist,140400.0,USD,140400.0,US,0,US,L
2022,SE,FT,Data Scientist,176000.0,USD,176000.0,US,100,US,M
2022,SE,FT,Data Scientist,144000.0,USD,144000.0,US,100,US,M
2022,SE,FT,Data Scientist,205300.0,USD,205300.0,US,0,US,M
2022,SE,FT,Data Scientist,140400.0,USD,140400.0,US,0,US,M
2022,MI,FT,Data Scientist,141300.0,USD,141300.0,US,0,US,M
2022,MI,FT,Data Scientist,102100.0,USD,102100.0,US,0,US,M
2022,SE,FT,Data Scientist,230000.0,USD,230000.0,US,100,US,M
2022,SE,FT,Data Scientist,150000.0,USD,150000.0,US,100,US,M
2022,MI,FT,Data Scientist,160000.0,USD,160000.0,US,100,US,M
2022,MI,FT,Data Scientist,130000.0,USD,130000.0,US,100,US,M
2022,SE,FT,Data Scientist,210000.0,USD,210000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,210000.0,USD,210000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,210000.0,USD,210000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,210000.0,USD,210000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,230000.0,USD,230000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,SE,FT,Data Scientist,220000.0,USD,220000.0,US,100,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2022,MI,FT,Data Scientist,140000.0,GBP,172386.0,GB,0,GB,M
2022,MI,FT,Data Scientist,70000.0,GBP,86193.0,GB,0,GB,M
2022,MI,FT,Data Scientist,200000.0,USD,200000.0,US,100,US,M
2022,MI,FT,Data Scientist,120000.0,USD,120000.0,US,100,US,M
2022,SE,FT,Data Scientist,185100.0,USD,185100.0,US,100,US,M
2022,SE,FT,Data Scientist,104890.0,USD,104890.0,US,100,US,M
2022,MI,FT,Data Scientist,2400000.0,INR,30523.0,IN,100,IN,L
2022,EN,FT,Data Scientist,1400000.0,INR,17805.0,IN,100,IN,M
2021,MI,FT,Data Scientist,109000.0,USD,109000.0,US,50,US,L
2022,MI,FT,Data Scientist,88000.0,CAD,67597.0,CA,100,CA,M
2022,EN,FT,Data Scientist,66500.0,CAD,51081.0,CA,100,CA,L
2022,MI,FT,Data Scientist,78000.0,USD,78000.0,US,100,US,M
2022,EN,FT,Data Scientist,40000.0,USD,40000.0,JP,100,MY,L
2022,EN,FT,Data Scientist,120000.0,AUD,83171.0,AU,50,AU,M
2022,SE,FT,Data Scientist,165000.0,USD,165000.0,US,100,US,M
2022,SE,FT,Data Scientist,100000.0,USD,100000.0,BR,100,US,M
2022,MI,FT,Data Scientist,150000.0,PLN,33609.0,PL,100,PL,L
2022,MI,FT,Data Scientist,135000.0,USD,135000.0,US,100,US,L
2021,EN,FT,Data Scientist,80000.0,USD,80000.0,US,100,US,M
2022,MI,FT,Data Scientist,115000.0,CHF,120402.0,CH,0,CH,L
2022,MI,FT,Data Scientist,48000.0,USD,48000.0,RU,100,US,S
2022,MI,FL,Data Scientist,100000.0,USD,100000.0,CA,100,US,M
2021,EN,FT,Data Scientist,100000.0,USD,100000.0,US,0,US,S
2022,EN,PT,Data Scientist,100000.0,USD,100000.0,DZ,50,DZ,M
2021,MI,FT,Data Scientist,82500.0,USD,82500.0,US,100,US,S
2021,EN,FT,Data Scientist,42000.0,EUR,49646.0,FR,50,FR,M
2021,MI,FT,Data Scientist,700000.0,INR,9466.0,IN,0,IN,S
2020,SE,FT,Data Scientist,60000.0,EUR,68428.0,GR,100,US,L
2021,EN,FT,Data Scientist,13400.0,USD,13400.0,UA,100,UA,L
2021,MI,FT,Data Scientist,95000.0,CAD,75774.0,CA,100,CA,L
2021,MI,FT,Data Scientist,150000.0,USD,150000.0,US,100,US,M
2021,MI,FT,Data Scientist,50000.0,USD,50000.0,NG,100,NG,L
2020,MI,FT,Data Scientist,45760.0,USD,45760.0,PH,100,US,S
2021,SE,FT,Data Scientist,45000.0,EUR,53192.0,FR,50,FR,L
2020,MI,FT,Data Scientist,60000.0,GBP,76958.0,GB,100,GB,S
2021,EN,FT,Data Scientist,2200000.0,INR,29751.0,IN,50,IN,L
2020,MI,FT,Data Scientist,105000.0,USD,105000.0,US,100,US,L
2021,EN,FT,Data Scientist,2100000.0,INR,28399.0,IN,100,IN,M
2021,EN,FT,Data Scientist,90000.0,USD,90000.0,US,100,US,S
2021,EN,FT,Data Scientist,31000.0,EUR,36643.0,FR,50,FR,L
2021,SE,FT,Data Scientist,165000.0,USD,165000.0,US,100,US,L
2021,SE,FT,Data Scientist,130000.0,CAD,103691.0,CA,100,CA,L
2020,MI,FT,Data Scientist,70000.0,EUR,79833.0,DE,0,DE,L
2021,SE,FT,Data Scientist,180000.0,TRY,20171.0,TR,50,TR,L
2021,EN,FT,Data Scientist,58000.0,USD,58000.0,US,50,US,L
2021,EN,FT,Data Scientist,100000.0,USD,100000.0,US,100,US,M
2021,SE,FT,Data Scientist,65720.0,EUR,77684.0,FR,50,FR,M
2021,MI,FT,Data Scientist,21600.0,EUR,25532.0,RS,100,DE,S
2021,MI,FT,Data Scientist,1250000.0,INR,16904.0,IN,100,IN,S
2020,MI,FT,Data Scientist,11000000.0,HUF,35735.0,HU,50,HU,L
2021,SE,FT,Data Scientist,135000.0,USD,135000.0,US,0,US,L
2021,MI,FT,Data Scientist,147000.0,USD,147000.0,US,50,US,L
2020,EN,FT,Data Scientist,45000.0,EUR,51321.0,FR,0,FR,S
2020,MI,FT,Data Scientist,3000000.0,INR,40481.0,IN,0,IN,L
2020,EN,FT,Data Scientist,35000.0,EUR,39916.0,FR,0,FR,M
2021,MI,FT,Data Scientist,76760.0,EUR,90734.0,DE,50,DE,L
2021,MI,FT,Data Scientist,420000.0,INR,5679.0,IN,100,US,S
2021,MI,FT,Data Scientist,30400000.0,CLP,40038.0,CL,100,CL,L
2021,MI,FT,Data Scientist,52000.0,EUR,61467.0,DE,50,AT,M
2021,MI,FT,Data Scientist,32000.0,EUR,37825.0,ES,100,ES,L
2021,MI,FT,Data Scientist,40900.0,GBP,56256.0,GB,50,GB,L
2021,MI,FT,Data Scientist,2500000.0,INR,33808.0,IN,0,IN,M
2021,MI,FT,Data Scientist,85000.0,GBP,116914.0,GB,50,GB,L
2021,MI,FT,Data Scientist,75000.0,EUR,88654.0,DE,50,DE,L
2021,MI,FT,Data Scientist,160000.0,USD,160000.0,US,100,US,L
2021,MI,FT,Data Scientist,69600.0,BRL,12901.0,BR,0,BR,S
2020,MI,FT,Data Scientist,37000.0,EUR,42197.0,FR,50,FR,S
2020,EN,FT,Data Scientist,55000.0,EUR,62726.0,DE,50,DE,S
2021,MI,FT,Data Scientist,76760.0,EUR,90734.0,DE,50,DE,L
2020,EN,PT,Data Scientist,19000.0,EUR,21669.0,IT,50,IT,S
2020,SE,FT,Data Scientist,120000.0,USD,120000.0,US,50,US,L
2021,SE,FT,Data Scientist,110000.0,CAD,87738.0,CA,100,CA,S
2021,MI,FT,Data Scientist,130000.0,USD,130000.0,US,50,US,L
2020,MI,FT,Data Scientist,34000.0,EUR,38776.0,ES,100,ES,M
2021,MI,FT,Data Scientist,39600.0,EUR,46809.0,ES,100,ES,M
2020,SE,FT,Data Scientist,80000.0,EUR,91237.0,AT,0,AT,S
2020,MI,FT,Data Scientist,55000.0,EUR,62726.0,FR,50,LU,S
2021,MI,FT,Data Scientist,115000.0,USD,115000.0,US,50,US,L
2021,MI,FT,Data Scientist,73000.0,USD,73000.0,US,0,US,L
2020,MI,FT,Data Scientist,118000.0,USD,118000.0,US,100,US,M
2020,MI,FT,Data Scientist,138350.0,USD,138350.0,US,100,US,M
2021,MI,FT,Data Scientist,160000.0,SGD,119059.0,SG,100,IL,M
2020,SE,FT,Data Scientist,412000.0,USD,412000.0,US,100,US,L
2020,EN,FT,Data Scientist,105000.0,USD,105000.0,US,100,US,S
